m0,m1,m2,m3,voltage_mV,std_mV
985,829,2401,2690,2.583849604785302,10.318962577701605
3747,3734,3776,417,2.1021149327066864,9.361691225830086
350,3809,2762,1725,2.321085238196966,9.81133589540272
183,1083,310,3962,1.204336680196539,7.1618689820388575
268,2727,2417,3798,3.9852595599230924,12.595570923897224
505,1449,916,4000,1.510895107882931,7.992836082414952
2770,2121,1623,1062,2.124011963255714,9.407852192279021
2336,1403,4087,2418,4.313715018158513,13.050170949338145
67,1604,1902,2695,2.671437726981414,10.481246467187772
3683,2329,2178,2922,2.3648792992950223,9.898232893937175
868,2747,79,3198,1.7298654133732108,8.530263610012025
3510,2191,3804,1655,2.671437726981414,10.481246467187773
2700,2708,3568,1354,3.656804101687673,12.1150355350206
3531,3996,435,1451,2.759025849177526,10.640334720936488
3095,1454,3679,3195,2.9342020935697497,10.949478701469229
1359,2180,293,3938,2.2116000854518267,9.589774467044185
3246,1242,123,2360,2.3867763298440505,9.941324216012688
2950,1798,1201,2334,1.5546891689809867,8.103646959406143
3707,3873,3648,100,2.3648792992950223,9.898232893937175
3011,959,2798,79,4.3356120487075405,13.079622590949164
2285,589,3716,3018,2.9779961546678058,11.024975485237206
3264,2119,2433,1939,3.0874813074129457,11.210745032883583
506,2800,2422,786,2.649540696432386,10.440980856188476
2162,543,1887,1203,1.7517624439222386,8.581848276360633
75,2435,2439,2997,3.525421918393506,11.91486228153148
1108,3034,1738,2841,2.1459089938047424,9.453737048165692
3044,756,793,3564,3.1969664601580856,11.392433889965005
3101,3725,2490,3452,2.0583208716086308,9.268524434888894
2734,1251,2834,916,2.4086733603930783,9.98418153647293
2135,1130,2028,1052,4.401303140354624,13.167363794870276
2971,1963,1996,2661,3.810083315530869,12.34270175600771
1386,3753,2046,345,2.868511001922666,10.834915353176305
3118,614,2004,142,2.0364238410596025,9.221510074628023
2993,2250,3691,1426,3.8100833155308687,12.342701756007711
2158,1835,2563,894,4.291817987609485,13.020615866092397
1477,2567,3860,1043,1.160542619098483,7.034061074297898
2610,2992,3426,3697,5.518051698355053,14.533031296817382
2351,549,794,3192,1.8174535355693227,8.734445250022883
2144,340,3468,356,1.4014099551377908,7.707754753257851
3514,3756,2574,3181,3.4378337961973933,11.778709696114994
2356,271,3208,547,3.087481307412946,11.210745032883585
2082,3520,1323,3345,1.5546891689809867,8.103646959406143
510,2134,1154,815,1.8612475966673787,8.834441032174075
3297,3199,2504,2326,1.423306985686819,7.765731795327052
2465,3134,1286,407,2.27729117709891,9.723465115000975
3437,2028,1223,1709,1.357615894039735,7.590282767823524
2634,1692,1615,586,2.2334971160008545,9.634593909101156
1346,3595,2208,3999,3.196966460158085,11.392433889965004
632,3773,951,1335,1.270027771843623,7.348925315656259
2587,2420,2407,1822,2.0802179021576586,9.315250044089266
3024,3429,506,3329,2.430570390942106,10.026807855879156
2804,2965,4024,2888,5.277184362315744,14.256951272803432
3365,1333,2378,1321,1.7736594744712666,8.633069179657882
2846,4022,3182,3761,3.4816278572954498,11.847062529015153
2584,2103,1354,1447,1.7517624439222386,8.581848276360633
3391,3244,1361,1133,3.4597308267464215,11.812955845842351
3327,397,545,1601,1.7736594744712666,8.633069179657882
3054,905,489,2455,2.0364238410596025,9.221510074628023
2480,3745,2255,2390,3.0874813074129457,11.210745032883585
1214,980,3953,422,1.7517624439222386,8.581848276360633
2991,3441,3229,1189,3.175069429609058,11.356413109253765
155,1323,290,2189,2.145908993804743,9.453737048165692
837,2808,3280,2137,2.802819910275582,10.718725061686179
2430,2722,3108,2238,1.9707327494125184,9.078689490565509
2562,2642,1009,179,1.4889980773339027,7.936759886713515
973,3835,2816,220,2.2334971160008545,9.634593909101156
3573,2534,923,2472,2.5838496047853017,10.318962577701605
543,2679,1675,3805,2.9779961546678058,11.024975485237206
3829,1190,1841,1592,1.9050416577654345,8.933102878434772
2576,3449,4093,162,2.4086733603930783,9.98418153647293
1253,3194,3233,516,3.591113010040589,12.015545344297047
420,3632,3887,2396,1.9269386883144626,8.98194733561316
2334,929,3075,378,1.9707327494125186,9.078689490565509
2344,67,1964,3402,1.8831446272164067,8.883935905541929
2450,3301,3309,563,2.6057466353343304,10.359841303144043
1682,2340,3324,1550,2.1021149327066864,9.361691225830086
3212,2025,491,1454,0.8977782525101472,6.205751352757791
923,1684,3183,35,3.37214270455031,11.675122149878696
328,3044,2034,386,1.8612475966673787,8.834441032174075
3594,4040,2916,2797,2.102114932706686,9.361691225830086
1264,43,2120,2799,3.1531723990600296,11.320235356163964
1675,417,2534,3523,3.831980346079897,12.374728604297959
3699,267,2200,624,1.2481307412945948,7.287172537771616
1131,1909,282,3394,0.8101901303140354,5.901280201850827
2076,1274,1748,2455,1.313821832941679,7.470707183064635
806,2416,479,3833,1.532792138431959,8.04846201590529
2693,2487,3701,733,2.956099124118778,10.987313758237345
3185,1988,1037,232,1.686071352275155,8.42597621716659
1627,1425,2913,2722,2.0802179021576586,9.315250044089266
3459,74,1046,3524,0.8758812219611193,6.131168553727837
3030,3187,3345,980,1.248130741294595,7.287172537771616
1577,1774,3349,2421,1.379512924588763,7.649275612493692
2663,3687,1038,1382,2.2553941465498824,9.67915628027112
1062,3077,2452,290,2.627643665883358,10.400513257179119
701,3646,1838,3427,2.49626148258919,10.153329823056888
2220,2867,2557,288,2.49626148258919,10.153329823056888
1013,4072,2391,740,3.591113010040589,12.015545344297047
542,3264,773,3068,1.291924802392651,7.410098787131003
